pop	old_name	code	MPG	A	year	fit_p_HOS	category	period	S_tot_obs	n_age3_obs	n_age4_obs	n_age5_obs	n_H_obs	n_W_obs	p_HOS	B_take_obs	F_rate
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1994	1	impact	nonlocal	13	0	20	31	34	17	0.67	0	0.1
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1995	0	impact	post	22	5	45	0	0	50	0	0	0.05
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1996	0	impact	post	70	2	48	1	0	50	0	0	0.05
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1997	0	impact	post	61	2	42	7	0	50	0	0	0.07
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1998	0	impact	post	83	0	14	37	0	50	0	4	0.06
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1999	0	impact	post	4	0	49	1	0	50	0	0	0.04
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2000	0	impact	post	46	2	48	0	0	50	0	8	0.06
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2001	0	impact	post	50	0	49	2	0	50	0	10	0.15
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2002	0	impact	post	54	0	36	14	3	48	0.05	51	0.13
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2003	1	impact	local	174	1	2	48	10	41	0.19	61	0.09
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2004	1	impact	local	590	6	44	0	48	3	0.95	15	0.11
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2005	1	impact	local	319	3	38	10	48	2	0.96	7	0.08
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2006	1	impact	local	56	6	41	4	26	24	0.52	28	0.08
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2007	1	impact	local	17	4	35	11	8	42	0.16	17	0.09
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2008	1	impact	local	419	16	32	2	43	8	0.85	9	0.15
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2009	1	impact	local	219	7	36	7	42	8	0.84	57	0.09
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2010	1	impact	local	2137	4	42	5	48	3	0.95	35	0.16
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	2011	1	impact	local	1342	4	32	14	45	5	0.9	10	0.09
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1964	0	impact	before	1586	6	37	7	0	50	0	0	0.55
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1965	0	impact	before	759	8	41	2	0	50	0	0	0.65
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1966	0	impact	before	2672	4	42	4	0	50	0	0	0.39
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1967	0	impact	before	1778	2	30	19	0	50	0	0	0.53
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1968	0	impact	before	1230	22	24	5	0	50	0	0	0.41
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1969	0	impact	before	2442	4	42	5	0	50	0	0	0.38
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1970	0	impact	before	2682	2	44	3	0	50	0	0	0.44
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1971	0	impact	before	1576	5	42	3	0	50	0	0	0.36
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1972	0	impact	before	682	1	29	21	0	50	0	0	0.49
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1973	0	impact	before	1971	1	41	9	0	50	0	0	0.54
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1974	0	impact	before	471	2	36	11	0	50	0	0	0.37
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1975	0	impact	before	288	0	19	31	0	50	0	0	0
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1976	0	impact	before	192	3	39	9	0	50	0	0	0.01
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1977	0	impact	before	577	1	32	18	0	50	0	0	0.3
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1978	0	impact	before	740	0	7	44	0	50	0	0	0.06
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1979	0	impact	before	48	0	0	0	0	50	0	0	0.16
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1980	0	impact	before	231	0	0	0	0	50	0	0	0.06
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1981	0	impact	before	192	0	0	0	0	50	0	0	0.07
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1982	0	impact	before	260	0	0	0	0	50	0	0	0.09
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1983	0	impact	before	221	0	6	44	0	50	0	0	0.09
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1984	0	impact	before	115	0	35	16	0	50	0	0	0.1
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1985	0	impact	before	346	2	37	12	0	50	0	0	0.07
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1986	0	impact	before	654	0	0	0	0	50	0	0	0.08
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1987	1	impact	nonlocal	552	0	43	7	46	5	0.91	0	0.08
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1988	1	impact	nonlocal	610	0	8	42	36	14	0.72	0	0.14
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1989	1	impact	nonlocal	65	3	33	14	13	38	0.25	0	0.1
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1990	1	impact	nonlocal	302	0	37	13	39	11	0.78	0	0.12
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1991	1	impact	nonlocal	272	2	23	26	34	17	0.67	0	0.1
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1992	1	impact	nonlocal	636	1	35	13	46	5	0.91	0	0.08
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1993	1	impact	nonlocal	337	0	10	41	23	27	0.46	0	0.07
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1994	1	impact	nonlocal	150	0	20	31	40	10	0.8	0	0.1
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1995	1	impact	nonlocal	85	5	45	0	17	34	0.33	0	0.05
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1996	1	impact	nonlocal	433	3	47	1	1	49	0.02	0	0.05
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1997	1	impact	nonlocal	281	1	35	15	2	49	0.03	0	0.07
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1998	1	impact	nonlocal	258	1	27	22	1	49	0.02	0	0.06
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	1999	1	impact	nonlocal	84	1	37	12	8	43	0.15	0	0.04
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2000	1	impact	nonlocal	471	2	49	0	2	49	0.03	0	0.06
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2001	1	impact	nonlocal	899	2	40	9	8	43	0.15	0	0.15
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2002	1	impact	nonlocal	685	0	39	12	0	50	0	0	0.13
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2003	1	impact	nonlocal	541	0	11	40	0	50	0	0	0.09
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2004	1	impact	nonlocal	676	3	45	3	1	49	0.02	0	0.11
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2005	1	impact	nonlocal	478	2	42	7	2	49	0.03	0	0.08
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2006	1	impact	nonlocal	359	2	43	6	0	50	0	0	0.08
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2007	1	impact	nonlocal	293	0	23	28	2	48	0.04	0	0.09
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2008	1	impact	nonlocal	365	4	38	8	3	47	0.06	0	0.15
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2009	1	impact	nonlocal	348	8	31	12	0	50	0	0	0.09
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2010	1	impact	nonlocal	692	2	43	5	7	43	0.14	0	0.15
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2011	1	impact	nonlocal	845	2	37	12	15	35	0.3	0	0.09
Wenaha	Wenaha	GRWEN	Grande Ronde / Imnaha	49.2735	2012	1	impact	nonlocal	658	2	36	13	7	43	0.14	0	0.11
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1952	0	impact	before	3574	0	0	0	0	50	0	0	0
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1953	0	impact	before	2920	0	0	0	0	50	0	0	0
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1954	0	impact	before	3054	0	0	0	0	50	0	0	0
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1955	0	impact	before	5856	0	0	0	0	50	0	0	0
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1956	0	impact	before	1728	0	0	0	0	50	0	0	0
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1957	0	impact	before	6267	0	0	0	0	50	0	0	0.47
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1958	0	impact	before	1399	0	0	0	0	50	0	0	0.63
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1959	0	impact	before	965	0	0	0	0	50	0	0	0.67
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1960	0	impact	before	2710	0	0	0	0	50	0	0	0.54
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1961	0	impact	before	1854	0	0	0	0	50	0	0	0.49
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1962	0	impact	before	2081	0	0	0	0	50	0	0	0.45
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1963	0	impact	before	1116	0	0	0	0	50	0	0	0.51
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1964	0	impact	before	2097	0	0	0	0	50	0	0	0.39
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1965	0	impact	before	1586	0	0	0	0	50	0	0	0.4
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1966	0	impact	before	1871	0	0	0	0	50	0	0	0.23
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1967	0	impact	before	1804	0	0	0	0	50	0	0	0.34
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1968	0	impact	before	2022	0	0	0	0	50	0	0	0.29
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1969	0	impact	before	2534	0	0	0	0	50	0	0	0.25
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1970	0	impact	before	1477	0	0	0	0	50	0	0	0.3
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1971	0	impact	before	3071	0	0	0	0	50	0	0	0.27
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1972	0	impact	before	2819	0	0	0	0	50	0	0	0.33
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1973	0	impact	before	4363	0	0	0	0	50	0	0	0.37
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1974	0	impact	before	2324	0	0	0	0	50	0	0	0.19
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1975	0	impact	before	1250	0	0	0	0	50	0	0	0
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1976	0	impact	before	1065	0	0	0	0	50	0	0	0
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1977	0	impact	before	1200	0	0	0	0	50	0	0	0.24
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1978	0	impact	before	3482	0	0	0	0	50	0	0	0.05
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1979	0	impact	before	436	0	0	0	0	50	0	0	0.04
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1980	0	impact	before	336	0	0	0	0	50	0	0	0.04
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1981	0	impact	before	831	0	0	0	0	50	0	0	0.06
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1982	0	impact	before	1082	0	0	0	0	50	0	28	0.07
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1983	0	impact	before	797	0	0	0	0	50	0	64	0.06
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1984	0	impact	before	948	0	0	0	0	50	0	36	0.06
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1985	1	impact	local	1592	11	33	6	4	46	0.08	115	0.06
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1986	1	impact	local	769	4	32	15	3	47	0.06	315	0.06
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1987	1	impact	local	503	2	36	13	5	45	0.1	83	0.07
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1988	1	impact	local	704	4	9	38	8	43	0.15	140	0.09
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1989	1	impact	local	347	10	22	19	14	37	0.27	105	0.05
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1990	1	impact	local	387	4	34	13	25	26	0.49	81	0.06
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1991	1	impact	local	493	4	27	20	28	23	0.55	51	0.06
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1992	1	impact	local	758	3	31	17	38	12	0.76	54	0.04
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1993	1	impact	local	1106	2	14	35	31	20	0.61	58	0.05
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1994	1	impact	local	258	0	24	27	22	28	0.44	20	0.05
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1995	1	impact	local	313	29	20	2	22	28	0.44	38	0.04
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1996	1	impact	local	386	2	42	6	12	38	0.24	72	0.04
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1997	1	impact	local	469	2	35	13	33	18	0.65	23	0.04
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1998	1	impact	local	387	2	19	30	27	24	0.53	76	0.04
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	1999	1	impact	local	864	4	36	11	25	25	0.5	21	0.03
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2000	1	impact	local	1277	18	29	4	26	25	0.51	48	0.03
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2001	1	impact	local	2295	2	42	7	25	26	0.49	107	0.13
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2002	1	impact	local	2875	1	29	21	31	19	0.62	43	0.16
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2003	1	impact	local	2811	3	21	26	25	26	0.49	66	0.15
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2004	1	impact	local	1462	10	30	11	33	18	0.65	63	0.21
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2005	1	impact	local	748	5	33	13	33	18	0.65	63	0.08
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2006	1	impact	local	727	2	44	5	35	16	0.69	56	0.05
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2007	1	impact	local	750	10	21	20	40	11	0.79	49	0.09
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2008	1	impact	local	1936	21	25	5	43	7	0.86	63	0.19
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2009	1	impact	local	1947	17	27	6	39	11	0.78	82	0.22
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2010	1	impact	local	2744	9	38	4	37	14	0.73	77	0.28
Imnaha	Imnaha	IRMAI	Grande Ronde / Imnaha	57.2092	2011	1	impact	local	2266	8	34	9	31	20	0.61	81	0.4
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1957	0	control	control	2004	0	0	0	0	50	0	0	0.62
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1958	0	control	control	1270	0	0	0	0	50	0	0	0.75
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1959	0	control	control	1588	0	0	0	0	50	0	0	0.69
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1960	0	control	control	1386	12	106	41	0	50	0	0	0.71
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1961	0	control	control	2377	51	417	533	0	50	0	0	0.58
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1962	0	control	control	1722	21	381	415	0	50	0	0	0.69
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1963	0	control	control	2109	19	164	378	0	50	0	0	0.71
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1964	0	control	control	1895	19	191	236	0	50	0	0	0.62
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1965	0	control	control	954	31	151	190	0	50	0	0	0.64
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1966	0	control	control	2004	32	408	561	0	50	0	0	0.49
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1967	0	control	control	1637	56	153	504	0	50	0	0	0.58
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1968	0	control	control	2001	32	332	308	0	50	0	0	0.49
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1969	0	control	control	1334	17	223	212	0	50	0	0	0.47
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1970	0	control	control	1204	9	133	297	0	50	0	0	0.49
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1971	0	control	control	532	13	96	121	0	50	0	0	0.39
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1972	0	control	control	820	2	118	128	0	50	0	0	0.55
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1973	0	control	control	1442	5	55	512	0	50	0	0	0.61
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1974	0	control	control	450	2	76	113	0	50	0	0	0.41
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1975	0	control	control	727	0	8	37	0	50	0	0	0
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1976	0	control	control	259	1	5	8	0	50	0	0	0.01
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1977	0	control	control	407	0	137	55	0	50	0	0	0.36
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1978	0	control	control	742	0	28	268	0	50	0	0	0.18
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1979	0	control	control	223	0	3	14	0	50	0	0	0.04
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1980	0	control	control	44	0	4	7	0	50	0	0	0.03
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1981	0	control	control	157	0	9	6	0	50	0	0	0.07
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1982	0	control	control	91	0	0	0	0	50	0	0	0.09
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1983	0	control	control	178	0	0	0	0	50	0	0	0.09
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1984	0	control	control	155	0	0	0	0	50	0	0	0.1
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1985	0	control	control	307	0	7	10	0	50	0	0	0.07
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1986	0	control	control	244	5	43	62	0	50	0	0	0.08
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1987	0	control	control	475	0	17	27	0	50	0	0	0.08
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1988	0	control	control	1160	0	27	146	0	50	0	0	0.14
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1989	0	control	control	95	0	3	6	0	50	0	0	0.1
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1990	0	control	control	197	0	4	4	0	50	0	0	0.12
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1991	0	control	control	191	0	3	9	0	50	0	0	0.1
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1992	0	control	control	185	0	15	18	0	50	0	0	0.08
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1993	0	control	control	738	0	30	178	0	50	0	0	0.07
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1994	0	control	control	34	0	2	4	0	50	0	0	0.1
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1995	0	control	control	17	0	0	0	0	50	0	0	0.05
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1996	0	control	control	61	1	18	7	0	50	0	0	0.05
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1997	0	control	control	235	0	16	14	0	50	0	0	0.07
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1998	0	control	control	392	0	3	71	0	50	0	0	0.06
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	1999	0	control	control	81	3	11	4	0	50	0	0	0.04
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2000	0	control	control	326	0	22	5	0	50	0	0	0.06
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2001	0	control	control	740	0	81	19	0	50	0	0	0.15
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2002	0	control	control	1177	1	28	41	0	50	0	0	0.13
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2003	0	control	control	1315	0	3	78	0	50	0	0	0.09
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2004	0	control	control	343	2	59	5	0	50	0	0	0.11
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2005	0	control	control	307	0	24	28	0	50	0	0	0.08
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2006	0	control	control	159	0	14	7	0	50	0	0	0.08
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2007	0	control	control	312	2	17	84	0	50	0	0	0.09
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2008	0	control	control	437	2	35	33	0	50	0	0	0.15
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2009	0	control	control	502	8	74	23	0	50	0	0	0.09
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2010	0	control	control	791	7	89	34	0	50	0	0	0.15
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2011	0	control	control	757	4	63	43	0	50	0	0	0.09
Bear Valley	BearValley	MFBEA	Middle Fork Salmon River	75.6181	2012	0	control	control	941	3	49	94	0	50	0	0	0.11
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1957	0	control	control	1097	0	0	0	0	50	0	0	0.62
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1958	0	control	control	463	0	0	0	0	50	0	0	0.75
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1959	0	control	control	429	0	0	0	0	50	0	0	0.69
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1960	0	control	control	756	1	21	8	0	50	0	0	0.71
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1961	0	control	control	1839	25	76	71	0	50	0	0	0.58
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1962	0	control	control	1088	7	34	30	0	50	0	0	0.69
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1963	0	control	control	722	7	33	44	0	50	0	0	0.71
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1964	0	control	control	249	5	17	21	0	50	0	0	0.62
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1965	0	control	control	356	1	9	11	0	50	0	0	0.64
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1966	0	control	control	600	0	0	0	0	50	0	0	0.49
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1967	0	control	control	327	9	28	42	0	50	0	0	0.58
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1968	0	control	control	439	7	18	13	0	50	0	0	0.49
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1969	0	control	control	317	1	10	15	0	50	0	0	0.47
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1970	0	control	control	332	1	8	25	0	50	0	0	0.49
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1971	0	control	control	156	1	4	5	0	50	0	0	0.39
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1972	0	control	control	293	0	5	7	0	50	0	0	0.55
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1973	0	control	control	468	0	0	0	0	50	0	0	0.61
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1974	0	control	control	137	0	13	12	0	50	0	0	0.41
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1975	0	control	control	376	0	3	13	0	50	0	0	0
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1976	0	control	control	107	0	0	0	0	50	0	0	0.01
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1977	0	control	control	44	0	5	2	0	50	0	0	0.36
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1978	0	control	control	463	0	1	27	0	50	0	0	0.18
Big	BigCr	MFBIG	Middle Fork Salmon River	140.545	1979	0	control	control	73	0	1	4	0	50	0	0	0.04
